,titulo,artista,letras
10,Pode Me Bloquear (part. Marília Mendonça),Aldair Playboy," Eu já entendi o seu recado. Mais uma vez eu fui usado. Da sua parte nunca teve amor. Melhor cortar o mal pela raiz. Antes que deixe alguma cicatriz. Eu só lamento, a gente acabou. Vai doer, vai. Vai passar, vai. Eu não queria, mas. Vou te deixar pra trás. Pode me bloquear. Só me procura quando resolver me amar. Quando seu coração também quiser ficar. E eu não te servir só pra ir pro motel. Pode me bloquear. Só me procurar quando resolver me amar. Quando seu coração também quiser ficar. E eu não te servir só pra ir pro motel. Mas também pra namorar. Ate lá, pode me bloquear. Eu já entendi o seu recado. Mais uma vez eu fui usada. Da sua parte nunca teve amor. Melhor cortar o mal pela raiz. Antes que deixe alguma cicatriz. Eu só lamento, a gente acabou. Vai doer, vai. Vai passar, vai. Não queria, mas. Vou te deixar pra trás. Pode me bloquear. Só me procurar quando resolver me amar. Quando seu coração também quiser ficar. E eu não te servir só pra ir pro motel. Pode me bloquear. Só me procurar quando resolver me amar. Quando seu coração também quiser ficar. E eu não te servir só pra ir pro motel. Mas também pra namorar. Ate lá, pode me bloquear.  "
11,Amor Falso,Aldair Playboy," Abre o jogo, acabou. Pra quê esconder esse falso amor. Eu confiei, me entreguei. Meu coração logo se machucou. Noite do meu lado. Fico aqui imaginando. Mas como pude cair. Nessa farsa de amor. E parabéns pra você. Que me fez entender. Que minha paixão não é você. Obrigado. Por demonstrar esse amor falso. E parabéns pra você. Que me fez entender. Que minha paixão não é você. Obrigado. Por demonstrar esse amor falso.  "
12,"Valeu, Amigo",Pikeno e Menor," Eu ouvi palavras ditas com carinho. De que na vida ninguém é feliz sozinho. E você é um alguém que sempre me fez bem. Me protegeu e me tirou de todo perigo. E quando eu precisei você chorou comigo. Valeu por você existir, é tão bom te ter aqui. Eu rezo e peço pra Deus cuidar. A sua vida abençoar. Vou correr por você até o fim. Me quis tirar do mal, eu percebi. Disse verdades que eu mereci. Então pra sempre amigos, sim. Se Deus quiser. Vou ter você guardado no meu coração. Até nos seus conselhos de irmão. E é pra você que eu dedico essa canção. Eu rezo e peço pra Deus cuidar, cuidar. A sua vida abençoar, abençoar. Vou correr por você até o fim. Assim eu sei que pra você também. Sou alguém que te faz tão bem. Mais que amigo e irmão meu, valeu. Eu rezo e peço pra Deus cuidar, cuidar. A sua vida abençoar, abençoar. Vou correr por você até o fim. Assim eu sei que pra você também. Sou alguém que te faz tão bem. Mais que amigo e irmão meu, valeu. Quando todos se forem, eu vou estar lá com você. Amigos até depois do fim. Valeu, amigo.  "
13,"Tô Bem, Tô Zen (part. Bella Angel)",Melody," Garoto, escute aqui. Eu sou aquela que sempre te apoiou. Te fez feliz. Tu pode até tentar. Mas eu garanto. Nenhuma melhor que eu vai arrumar. Lembra na escola, quando eu te olhava. E você nem me dava bola. Sonhava com você andando de mãos dadas. Mas o mundo girou e olha como eu tô agora. Tô bem, tô zen. Vivendo e aprendendo. Não devo nada pra ninguém. Tô bem, tô zen. Tu só me esnobava. Agora te esnobo também. Mais uma vez, a vida vem me ensinar. Quando tiver a fim de mim. Na sua mente vai lembrar. De tudo que eu fiz por você. Não deu valor antigamente. Agora que não vai me ter. Mas sei que uma hora ou outra. Vai acabar pensando em mim. Teu coração vai disparar. E quando menos perceber. Vai ver que não estou aí. Tô bem, tô zen. Vivendo e aprendendo. Não devo nada pra ninguém. Tô bem, tô zen. Tu só me esnobava. Agora te esnobo também. Garoto, escute aqui. Eu sou aquela que sempre te apoiou. Te fez feliz. Tu pode até tentar. Mas eu garanto. Nenhuma melhor que eu vai arrumar. Lembra na escola, quando te olhava. Mas você nem me dava bola. Sonhava com você andando de mãos dadas. Mas o mundo girou e olha como eu tô agora. Tô bem, tô zen. Vivendo e aprendendo. Não devo nada pra ninguém. Tô bem, tô zen. Tu só me esnobava. Agora te esnobo também. Mais uma vez, a vida vem me ensinar. Quando tiver a fim de mim. Na sua mente vai lembrar. De tudo que eu fiz por você. Não deu valor antigamente. Agora que não vai me ter. Mas sei que uma hora ou outra. Vai acabar pensando em mim. Teu coração vai disparar. E quando menos perceber. Vai ver que não estou aí. Tô bem, tô zen. Vivendo e aprendendo. Não devo nada pra ninguém. Tô bem, tô zen. Tu só me esnobava. Agora te esnobo também. Tô bem, tô zen. Vivendo e aprendendo. Não devo nada pra ninguém. Tô bem, tô zen. Tu só me esnobava. Agora te esnobo também. Tô bem, tô zen. Vivendo e aprendendo. Não devo nada pra ninguém. Tô bem, tô zen. Tu só me esnobava. Agora te esnobo também.  "
14,Me Negaram Amor (part. MC Davi e Cynthia Luz),Gaab," [MC Davi]. Olha o que você falou esses dias assim. Eu não quero mais, esse é o nosso fim. Que você só quer sair, quer aproveitar. Solteira e ser feliz, beber com as amigas. Sinto que tu se arrependeu, assunto quer puxar. O amor não venceu, eu vou me afastar. Eu vou me afastar. Eu vou me afastar. Eu vou me afastar. Então me faça um favor, quando você for. Apague meu número, não ligue mais. Que eu vou tocar o terror, me negaram amor. Eu só vou sorrindo, se fodeu se vim pedindo mais. Então faça um favor, quando você for. Apague meu número, não ligue mais. Não volte atrás, não volte atrás, não. Eu vou tocar o terror, me negaram amor. (Eu só vou sorrindo, se perdeu). [Gaab]. Olha o que você falou. Depois que acabou o meu amor. Depois de decretar o nosso fim. Depois de meter mó marra. Depois de jogar na minha cara. Eu te fiz tudo e foi nada. Você tá forçando a barra. Toma duas dozinha, fica louquinha. Quer beijar a minha boca. Sai dessa brisa, assanhadinha. Para de graça, coloca a roupa. Então me faça um favor, quando você for. Apague meu número, não ligue mais. Que eu vou tocar o terror, me negaram amor. Eu só vou sorrindo, se fodeu se vim pedindo mais. Pedindo mais, pedindo mais. Se fodeu se vim pedindo mais. Pedindo mais, pedindo mais. Você se fodeu se vim pedindo mais. Pedindo mais, pedindo mais (yeh). Você se fodeu se vim pedindo mais. Pedindo mais (aiaiai, aiaiai). [Cynthia Luz]. Eu vi a cena toda, olhei pra sua cara. Senti uma coisa boa, mas eu tô saindo fora. Tem beijo que, se gruda, não solta, eu vou deixar meu corpo suar. Perdemos tempo e eu não quero que pense que eu vou voltar. O melhor de mim se teve né O meu sorrisinho tão leve, é. Você gosta de mentir pra mim, mas eu já tô longe da sua. Então me faça um favor, quando você for. Apague meu número, não me ligue mais. Eu vou tocar o terror, me negaram amor. Eu só vou sorrindo, se fodeu se vim pedindo mais. [Gaab, MC Davi e Cynthia Luz]. Então me faça um favor, quando você for. Apague meu número, não ligue mais. Que eu vou tocar o terror, me negaram amor. Eu só vou sorrindo, se fodeu se vim pedindo mais. [Gaab]. Pedindo mais, pedindo mais. Se fodeu se vim pedindo mais. Pedindo mais, pedindo mais. Você se fodeu se vim pedindo mais. Pedindo mais, pedindo mais (yeh). Você se fodeu se vim pedindo mais. Pedindo mais (aiaiai, aiaiai).  "
15,Cuidado,Gaab," Tudo bem, é necessário essas brigas pra ficarmos bem. Maturidade é pra quem quer, não pra quem diz que tem. Suas curtidas já passam de cem, seu direct cheio também. Mas me fala o nome de alguém. Que te perguntou seu nome sem querer tirar sua roupa. Que não quis se aproveitar quando estava louca. Que ao invés de te usar, eu quis te levar pra jantar. Só pra conversar, só pra gente ficar, yeah. Você é do tipo de mulher que todo vagabundo quer. Cuidado com quem você anda, cuidado pra não se queimar. Vou dar o tempo que cê quer, me liga quando cê quiser. É muito louco quando a gente transa, só não me faça esperar. Você é do tipo de mulher que todo vagabundo quer. Cuidado com quem você anda, cuidado pra não se queimar. Vou dar o tempo que cê quer, me liga quando cê quiser. É muito louco quando a gente transa, só não me faça esperar. Tudo bem, é necessário essas brigas pra ficarmos bem. Maturidade é pra quem quer, não pra quem diz que tem. Suas curtidas já passam de cem, seu direct cheio também. Mas me fala o nome de alguém. Que te perguntou seu nome sem querer tirar sua roupa. Que não quis se aproveitar quando estava louca. Que ao invés de te usar, eu quis te levar pra jantar. Só pra conversar, só pra gente ficar. Você é do tipo de mulher que todo vagabundo quer. Cuidado com quem você anda, cuidado pra não se queimar. Vou dar o tempo que cê quer, me liga quando cê quiser. É muito louco quando a gente transa, só não me faça esperar. Você é do tipo de mulher que todo vagabundo quer. Cuidado com quem você anda, cuidado pra não se queimar. Vou dar o tempo que cê quer, me liga quando cê quiser. É muito louco quando a gente transa, só não me faça esperar. Você é do tipo de mulher que todo vagabundo quer. Cuidado com quem você anda, cuidado pra não se queimar. Vou dar o tempo que cê quer, me liga quando cê quiser.  "
16,Vida Longa aos Bons de Coração,MC Neguinho do Kaxeta," No face a face, nós não enxergamos a verdade. Vi vários olhar na bolota do zói e falhar. De 10 que aperta minha mão, 8 é falsidade. Inveja é tipo mato, brota em qualquer lugar. Dobro, triplico as minhas orações. Mesmo sendo do mundo, eu vigio. Cada passagem explico em canções. Tentando dar vida aos corações vazios. Calmante na blunt, é fogo a todo instante. Eu vou na paz de Ghandi, calma, criticante. Sereno, movendo uma peça por vez. Aquele que se afoba acaba perdendo o combate. A vida é um jogo de estratégia, estilo xadrez. Um passo em falso, tu se fode, xequemate. Catuaba pras menina, descontrai. Traz uísque 18 anos pro pai, sai. Zica, fica somente quem fecha com a gente. Aqueles que a mente o dinheiro não faz. Mentira não vira verdade, é daora, não gosta de mim, se afasta. Simpatia forçada, de olho naquilo que Deus me concedeu. Tô bolado, uma pá de sorriso amarelo e pra mim já basta. Porque falar de mim é fácil, difícil é ser eu. Vida longa aos bons de coração. São poucos, mas são loucos. E não são de sangue, mas são meus irmãos. Vida longa aos bons de coração. São poucos, mas são loucos. E não são de sangue, mas são meus irmãos. São meus irmãos.  "
17,Você Me Conquistou,MC Bruninho," Você me conquistou apenas com um sorriso. Você do meu lado é tudo que eu preciso. Sentir o teu beijo molhado, sentir o calor dos teus braços. Eu quero você do meu lado enquanto existir. Será que amar é pecado Será que tá tudo acabado. Não me deixe ir, ir. Você me conquistou. Me fez louco de amor. Você me ensinou. A ser quem eu sou. Você me conquistou. Me fez louco de amor. Você me ensinou. A ser quem eu sou. Você me conquistou apenas com um sorriso. Você do meu lado é tudo que eu preciso. Sentir o teu beijo molhado, sentir o calor dos teus braços. Eu quero você do meu lado enquanto existir. Será que amar é pecado Será que tá tudo acabado. Não me deixe ir, ir. Você me conquistou. Me fez louco de amor. Você me ensinou. A ser quem eu sou. Você me conquistou. Me fez louco de amor. Você me ensinou. A ser quem eu sou.  "
18,Tem Café (part. MC Hariel),Gaab," Você já sabe qual é. Quando você ver o meu sinal. Tá na hora de meter o pé pra minha casa. E não é pra ir tomar café. Você já sabe qual é. É só ir seguindo a Marginal. Passa o Shopping Tatuapé, já tá em casa. E não é pra ir tomar café. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. Eu gosto quando você fica louca. Fica assanhada, fica toda solta. Não faz gracinha pra tirar a roupa. Quer vim por cima e comandar a porra toda. E por mim pode continuar. E por mim não tem porque parar. Se é o que cê quer fazer, então faça. Seguir todas regras deixa a vida sem graça. Eu não sei quem inventou a vodka. Mas, que invenção de outro patamar. Faço coisas que eu não faria. Por causa da hipocrisia eu não teria história pra contar. Quando eu te vi, eu tava bem louco. Pra te agarrar faltava bem pouco. Chá, docinho, uísque e água de coco. A poção de êxtase pro seu corpo. Você já sabe qual é. Quando você ver o meu sinal. Tá na hora de meter o pé pra minha casa. E não é pra ir tomar café. Você já sabe qual é. Tática ágil de persuasão. Mete o louco em quem tá no seu pé e vem pra minha casa. Lá você já sabe como é. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. Quando eu transo com ela, o teto vira chão. E a Lei do Retorno vira Lei da Atração. Então me diz, por que não hablas comigo. Morena caliente, a sua buceta é um perigo. Então me diz, por que não Fica só um pouquinho. Eu vim pela Engenheiro toda pensando em transar contigo. Camarote, lista VIP, open bar, camarim. Nada disso importa se eu tiver sozinho. Então, participa de uma parte da minha vida. Em troca eu te dou um pedacinho da minha pica. E não complica, que eu não entro em bola dividida. Mas se eu entrar é pra desempatar a partida. Não quero saber aonde você tá. Nem me interessa com quem você tá. Só me interessa o horário que você vai chegar pra me dar. Ou qual posição nós vai transar. Você já sabe qual é. Quando você ver o meu sinal. Tá na hora de meter o pé pra minha casa. E não é pra ir tomar café. Você já sabe qual é. É só ir seguindo a Marginal. Passa o Shopping Tatuapé, já tá em casa. E não é pra ir tomar café. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca. (Tem café). Mas prefiro um chá que é pra relaxar e te deixar louca, maluca, chapada.  "
19,Um Brinde Pra Nós (part. MC PP da VS),MC Kapela," O flagrante tá no fundo falso da Volvo. A peça moquiada no forro. Chutei de verdade no Ano Novo. Tô pisando na neve. Quero progresso em 2018. Na pretensão de ter tudo em dobro. Pros bico, nós é silencioso. Inveja tem sono leve. Hoje eu só quero festa. Porque já sofri muito na caminhada. Na boca de quem não presta. Quem é bom não vale nada. Eu só quero o que interessa. A rota tá calculada. Mas tem vários que me testa. Na melhor, pulo na bala. Um brinde pra nós que correu atrás. Que falou de menos e trampou demais. Coração voraz. Minhas orações nunca foi demais. Fez os inimigos caírem pra trás. Muita fé no Pai. Um brinde pra nós que correu atrás. Que falou de menos, que trampou demais. E tem mais. Minhas orações nunca foi demais. Fez os inimigos caírem pra trás. Muita fé no Pai.  "
20,O Bebê (part. Kevinho),MC Kekel," Alô. Por que você não me atendeu. Já tava mó preocupadão. O seu pivete quase morre do coração. Amor. Já fiz o corre pra te ver. Juntei a grana da passagem. Contando as horas pra gente matar a saudade. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Antes de você eu era do mundão. Gratidão, minha princesa. Mudou minha cabeça, só me fez crescer. Bota fé no que eu vou dizer. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que, do que, do que. Alô. Por que você não me atendeu. Já tava mó preocupadão. O seu pivete quase morre do coração. Amor. Já fiz o corre pra te ver. Juntei a grana da passagem. Contando as horas pra gente matar a saudade. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Antes de você eu era do mundão. Gratidão, minha princesa. Mudou minha cabeça, só me fez crescer. Bota fé no que eu vou dizer. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. Ô, bebê, gosto mais de você. Do que de mim, do que de mim. E eu gosto mais de você. Ô, meu bebê.  "
21,Garrafa Transparente,MC Denny," KR3 tá mandando mais um beat envolvente. Enquanto o menor embraza com a garrafa transparente. Bul Bul balançou, a brisa subiu pra mente. Garrafa caiu no chão e hoje eu tô menor do pente. Bul Bul balançou, a brisa subiu pra mente. Garrafa caiu no chão e hoje eu tô menor do pente. Garrafa caiu no chão e hoje eu tô menor do pente. Garrafa caiu no chão e hoje eu tô menor do pente. Ô novinha fica a vontade e vem sentar no meu. A vontade na minha treta do jeito que ela gosta. Vou de frente e ela de costa, e na tcheca e na tisoca. Soca, soca, soca, soca nessa vagabunda. Soca, soca, soca, soca nessa vagabunda. E se ela consegue sentar com a buceta. Manda essa **** que senta com a bunda. Naquele pique.  "
